avg_reward -0.28637310986824305 loss 0
avg_reward -0.2581002553787501 loss 0
avg_reward 0.12595524993576482 loss 0
avg_reward 0.17129045290505152 loss 0
avg_reward 0.1485604555655178 loss 0
avg_reward 0.37412768170716865 loss 0
avg_reward 0.05907896311539046 loss 0
avg_reward 0.05672516397892893 loss 0
avg_reward 0.09218782353439327 loss 0
avg_reward 0.13701612037929548 loss 0
avg_reward 0.05261313314713581 loss tensor(0.0717, grad_fn=<MeanBackward0>)
avg_reward 0.22483347920486063 loss tensor(0.0750, grad_fn=<MeanBackward0>)
avg_reward -0.2543171264275677 loss tensor(0.0630, grad_fn=<MeanBackward0>)
avg_reward 0.01865760023284361 loss tensor(0.0793, grad_fn=<MeanBackward0>)
avg_reward -0.08282711693936065 loss tensor(0.0955, grad_fn=<MeanBackward0>)
avg_reward 0.052697076337811906 loss tensor(0.1035, grad_fn=<MeanBackward0>)
avg_reward 0.12767066031134897 loss tensor(0.0711, grad_fn=<MeanBackward0>)
avg_reward 0.0640926082264801 loss tensor(0.0828, grad_fn=<MeanBackward0>)
avg_reward -0.03934084393003812 loss tensor(0.1047, grad_fn=<MeanBackward0>)
avg_reward -0.09360335543098543 loss tensor(0.0549, grad_fn=<MeanBackward0>)
avg_reward 0.07533997564441532 loss tensor(0.0610, grad_fn=<MeanBackward0>)
avg_reward -0.01890295173393791 loss tensor(0.1024, grad_fn=<MeanBackward0>)
avg_reward 0.22711268216387748 loss tensor(0.0766, grad_fn=<MeanBackward0>)
avg_reward -0.17986229772748352 loss tensor(0.0682, grad_fn=<MeanBackward0>)
avg_reward -0.1094574473847814 loss tensor(0.0616, grad_fn=<MeanBackward0>)
avg_reward -0.08823396312648678 loss tensor(0.0814, grad_fn=<MeanBackward0>)
avg_reward -0.04645731862287311 loss tensor(0.0760, grad_fn=<MeanBackward0>)
avg_reward -0.2688832946622788 loss tensor(0.0964, grad_fn=<MeanBackward0>)
avg_reward -0.1346155301350032 loss tensor(0.0872, grad_fn=<MeanBackward0>)
avg_reward 0.014928683483253779 loss tensor(0.0758, grad_fn=<MeanBackward0>)
avg_reward 0.19828966845291388 loss tensor(0.0791, grad_fn=<MeanBackward0>)
avg_reward 0.1515057868865309 loss tensor(0.0655, grad_fn=<MeanBackward0>)
avg_reward -0.15636276510213887 loss tensor(0.0854, grad_fn=<MeanBackward0>)
avg_reward -0.019417071215458503 loss tensor(0.0891, grad_fn=<MeanBackward0>)
avg_reward -0.11932549009988666 loss tensor(0.1002, grad_fn=<MeanBackward0>)
avg_reward 0.13815690055040286 loss tensor(0.0738, grad_fn=<MeanBackward0>)
avg_reward -0.2620272054343005 loss tensor(0.0824, grad_fn=<MeanBackward0>)
avg_reward -0.132852726588363 loss tensor(0.0916, grad_fn=<MeanBackward0>)
avg_reward -0.11689767136785381 loss tensor(0.0703, grad_fn=<MeanBackward0>)
avg_reward 0.09926123631061066 loss tensor(0.0968, grad_fn=<MeanBackward0>)
avg_reward 0.18921976696001114 loss tensor(0.0938, grad_fn=<MeanBackward0>)
avg_reward -0.2562829918791143 loss tensor(0.0850, grad_fn=<MeanBackward0>)
avg_reward 0.035896926294065795 loss tensor(0.0765, grad_fn=<MeanBackward0>)
avg_reward 0.194312798460176 loss tensor(0.0819, grad_fn=<MeanBackward0>)
avg_reward 0.3117386123597145 loss tensor(0.0778, grad_fn=<MeanBackward0>)
avg_reward -0.29400911889388587 loss tensor(0.0820, grad_fn=<MeanBackward0>)
avg_reward 0.02758676441184849 loss tensor(0.0727, grad_fn=<MeanBackward0>)
avg_reward -0.19324745433067048 loss tensor(0.0881, grad_fn=<MeanBackward0>)
avg_reward 0.031940851390921884 loss tensor(0.0945, grad_fn=<MeanBackward0>)
avg_reward 0.1425602055975656 loss tensor(0.0907, grad_fn=<MeanBackward0>)
avg_reward -0.18823956721974608 loss tensor(0.0874, grad_fn=<MeanBackward0>)
avg_reward 0.049135481727698556 loss tensor(0.0793, grad_fn=<MeanBackward0>)
avg_reward 0.10606911511575295 loss tensor(0.0608, grad_fn=<MeanBackward0>)
avg_reward 0.13809370706322954 loss tensor(0.0702, grad_fn=<MeanBackward0>)
avg_reward -0.3062291199970242 loss tensor(0.0851, grad_fn=<MeanBackward0>)
avg_reward -0.12108247993548661 loss tensor(0.0772, grad_fn=<MeanBackward0>)
avg_reward 0.10792898945936891 loss tensor(0.0754, grad_fn=<MeanBackward0>)
avg_reward 0.26572108890263824 loss tensor(0.0807, grad_fn=<MeanBackward0>)
avg_reward -0.06260066810006487 loss tensor(0.0731, grad_fn=<MeanBackward0>)
avg_reward -0.019245176430568122 loss tensor(0.0894, grad_fn=<MeanBackward0>)
avg_reward 0.13812677549803856 loss tensor(0.0870, grad_fn=<MeanBackward0>)
avg_reward 0.18835475350385167 loss tensor(0.0847, grad_fn=<MeanBackward0>)
avg_reward -0.07213000993718166 loss tensor(0.0767, grad_fn=<MeanBackward0>)
avg_reward 0.004407843526732185 loss tensor(0.0521, grad_fn=<MeanBackward0>)
avg_reward 0.08221861580035719 loss tensor(0.1061, grad_fn=<MeanBackward0>)
avg_reward 0.13719370527049152 loss tensor(0.0498, grad_fn=<MeanBackward0>)
avg_reward -0.1205775839015306 loss tensor(0.0759, grad_fn=<MeanBackward0>)
avg_reward -0.1853372905489442 loss tensor(0.0959, grad_fn=<MeanBackward0>)
avg_reward 0.04775279730590634 loss tensor(0.0577, grad_fn=<MeanBackward0>)
avg_reward 0.0614800431043211 loss tensor(0.1049, grad_fn=<MeanBackward0>)
avg_reward 0.2740469527900245 loss tensor(0.0872, grad_fn=<MeanBackward0>)
avg_reward -0.04893003228568036 loss tensor(0.0972, grad_fn=<MeanBackward0>)
avg_reward -0.04779448558485115 loss tensor(0.0797, grad_fn=<MeanBackward0>)
avg_reward -0.10879611981569966 loss tensor(0.0625, grad_fn=<MeanBackward0>)
avg_reward -0.07708755529163919 loss tensor(0.0741, grad_fn=<MeanBackward0>)
avg_reward -0.24602774108749695 loss tensor(0.0815, grad_fn=<MeanBackward0>)
avg_reward 0.03637219617880949 loss tensor(0.0848, grad_fn=<MeanBackward0>)
avg_reward 0.17838907900586232 loss tensor(0.0621, grad_fn=<MeanBackward0>)
avg_reward 0.09798945854934417 loss tensor(0.0812, grad_fn=<MeanBackward0>)
avg_reward -0.05312674022810528 loss tensor(0.0705, grad_fn=<MeanBackward0>)
avg_reward -0.23140684340130466 loss tensor(0.0682, grad_fn=<MeanBackward0>)
avg_reward 0.16983208958485055 loss tensor(0.0773, grad_fn=<MeanBackward0>)
avg_reward 0.057529414434510436 loss tensor(0.0682, grad_fn=<MeanBackward0>)
avg_reward 0.04061250399584626 loss tensor(0.0684, grad_fn=<MeanBackward0>)
avg_reward 0.2919116630647409 loss tensor(0.0863, grad_fn=<MeanBackward0>)
avg_reward -0.040346007966355464 loss tensor(0.0772, grad_fn=<MeanBackward0>)
avg_reward 0.08255761890414236 loss tensor(0.0829, grad_fn=<MeanBackward0>)
avg_reward -0.1924223615017469 loss tensor(0.0899, grad_fn=<MeanBackward0>)
avg_reward 0.0735890141433733 loss tensor(0.0758, grad_fn=<MeanBackward0>)
avg_reward -0.02634099557909897 loss tensor(0.0721, grad_fn=<MeanBackward0>)
avg_reward 0.19946573533690806 loss tensor(0.0680, grad_fn=<MeanBackward0>)
avg_reward 0.013873330945683753 loss tensor(0.0721, grad_fn=<MeanBackward0>)
avg_reward 0.1578694012117498 loss tensor(0.0669, grad_fn=<MeanBackward0>)
avg_reward -0.10006719202309912 loss tensor(0.0898, grad_fn=<MeanBackward0>)
avg_reward 0.16600689807621602 loss tensor(0.0671, grad_fn=<MeanBackward0>)
avg_reward -0.051507747666049625 loss tensor(0.1060, grad_fn=<MeanBackward0>)
avg_reward -0.14510112407806855 loss tensor(0.0873, grad_fn=<MeanBackward0>)
avg_reward 0.05193169937049968 loss tensor(0.0921, grad_fn=<MeanBackward0>)
avg_reward -0.030615455758940254 loss tensor(0.0837, grad_fn=<MeanBackward0>)
avg_reward 0.09798862713161957 loss tensor(0.0811, grad_fn=<MeanBackward0>)
avg_reward -0.04049568810595337 loss tensor(0.0573, grad_fn=<MeanBackward0>)
avg_reward 0.1876864849110651 loss tensor(0.0694, grad_fn=<MeanBackward0>)
avg_reward -0.1335872017073887 loss tensor(0.0649, grad_fn=<MeanBackward0>)
avg_reward 0.22222813752966789 loss tensor(0.0763, grad_fn=<MeanBackward0>)
avg_reward -0.25734795782932995 loss tensor(0.0690, grad_fn=<MeanBackward0>)
avg_reward 0.15403318956223103 loss tensor(0.0734, grad_fn=<MeanBackward0>)
avg_reward 0.31920868716756406 loss tensor(0.0815, grad_fn=<MeanBackward0>)
avg_reward 0.20464017688761113 loss tensor(0.0690, grad_fn=<MeanBackward0>)
avg_reward 0.03424625473839547 loss tensor(0.0732, grad_fn=<MeanBackward0>)
avg_reward -0.16655375206963263 loss tensor(0.0876, grad_fn=<MeanBackward0>)
avg_reward -0.0640250360287023 loss tensor(0.0821, grad_fn=<MeanBackward0>)
avg_reward 0.1198915071491872 loss tensor(0.0813, grad_fn=<MeanBackward0>)
avg_reward 0.05420351970812685 loss tensor(0.0859, grad_fn=<MeanBackward0>)
avg_reward 0.035376643087920163 loss tensor(0.0683, grad_fn=<MeanBackward0>)
avg_reward -0.026641166527579082 loss tensor(0.0867, grad_fn=<MeanBackward0>)
avg_reward 0.15365687028104083 loss tensor(0.0766, grad_fn=<MeanBackward0>)
avg_reward 0.13237227832422374 loss tensor(0.0540, grad_fn=<MeanBackward0>)
avg_reward -0.016965486138413408 loss tensor(0.0863, grad_fn=<MeanBackward0>)
avg_reward 0.16763852271334534 loss tensor(0.0919, grad_fn=<MeanBackward0>)
avg_reward 0.04392531356055784 loss tensor(0.0918, grad_fn=<MeanBackward0>)
avg_reward 0.12450913920367318 loss tensor(0.0676, grad_fn=<MeanBackward0>)
avg_reward 0.002368173488519393 loss tensor(0.0890, grad_fn=<MeanBackward0>)
avg_reward 0.06595655634201032 loss tensor(0.0825, grad_fn=<MeanBackward0>)
avg_reward -0.03469725706823321 loss tensor(0.0704, grad_fn=<MeanBackward0>)
avg_reward -0.12363311178845057 loss tensor(0.0871, grad_fn=<MeanBackward0>)
avg_reward -0.06826452970737786 loss tensor(0.0569, grad_fn=<MeanBackward0>)
avg_reward 0.07840669835890074 loss tensor(0.1040, grad_fn=<MeanBackward0>)
avg_reward -0.14610094800865395 loss tensor(0.1017, grad_fn=<MeanBackward0>)
avg_reward -0.04613257539777351 loss tensor(0.0851, grad_fn=<MeanBackward0>)
avg_reward 0.07745070240385923 loss tensor(0.0796, grad_fn=<MeanBackward0>)
avg_reward 0.22692874076238762 loss tensor(0.0523, grad_fn=<MeanBackward0>)
avg_reward 0.034924415873612925 loss tensor(0.0690, grad_fn=<MeanBackward0>)
avg_reward -0.12894972555475834 loss tensor(0.0626, grad_fn=<MeanBackward0>)
avg_reward 0.0859837635219363 loss tensor(0.1020, grad_fn=<MeanBackward0>)
avg_reward 0.06578432407834478 loss tensor(0.0770, grad_fn=<MeanBackward0>)
avg_reward 0.10157500579949141 loss tensor(0.0756, grad_fn=<MeanBackward0>)
avg_reward 0.05028758104286094 loss tensor(0.0821, grad_fn=<MeanBackward0>)
avg_reward -0.12221585075846252 loss tensor(0.0925, grad_fn=<MeanBackward0>)
avg_reward -0.043761253005495784 loss tensor(0.0907, grad_fn=<MeanBackward0>)
avg_reward 0.13036415683769456 loss tensor(0.0858, grad_fn=<MeanBackward0>)
avg_reward 0.29808880623659584 loss tensor(0.0793, grad_fn=<MeanBackward0>)
avg_reward 0.004559960739900606 loss tensor(0.0792, grad_fn=<MeanBackward0>)
avg_reward -0.09118078208620176 loss tensor(0.0980, grad_fn=<MeanBackward0>)
avg_reward -0.004374819602853202 loss tensor(0.0596, grad_fn=<MeanBackward0>)
avg_reward 0.27050979997862173 loss tensor(0.0795, grad_fn=<MeanBackward0>)
avg_reward -0.13781607123820572 loss tensor(0.0679, grad_fn=<MeanBackward0>)
avg_reward -0.12021951369692652 loss tensor(0.1061, grad_fn=<MeanBackward0>)
avg_reward 0.19089797947167447 loss tensor(0.0993, grad_fn=<MeanBackward0>)
avg_reward 0.18782906434290647 loss tensor(0.0777, grad_fn=<MeanBackward0>)
avg_reward -0.04082834739341964 loss tensor(0.0919, grad_fn=<MeanBackward0>)
avg_reward -0.38762413918414645 loss tensor(0.0692, grad_fn=<MeanBackward0>)
avg_reward 0.27328981329434754 loss tensor(0.0770, grad_fn=<MeanBackward0>)
avg_reward -0.048224979793472365 loss tensor(0.0879, grad_fn=<MeanBackward0>)
avg_reward -0.044324725185344215 loss tensor(0.0789, grad_fn=<MeanBackward0>)
avg_reward -0.16615815201334003 loss tensor(0.0805, grad_fn=<MeanBackward0>)
avg_reward 0.03692282742070378 loss tensor(0.0861, grad_fn=<MeanBackward0>)
avg_reward 0.03323753955647882 loss tensor(0.0668, grad_fn=<MeanBackward0>)
avg_reward 0.11111589136252042 loss tensor(0.0514, grad_fn=<MeanBackward0>)
avg_reward -0.05089605973907256 loss tensor(0.0686, grad_fn=<MeanBackward0>)
avg_reward 0.028743502032313704 loss tensor(0.0863, grad_fn=<MeanBackward0>)
avg_reward 0.05479841307207854 loss tensor(0.0690, grad_fn=<MeanBackward0>)
avg_reward -0.16274691536341834 loss tensor(0.0944, grad_fn=<MeanBackward0>)
avg_reward 0.28058037541217584 loss tensor(0.1024, grad_fn=<MeanBackward0>)
avg_reward -0.1189160887635291 loss tensor(0.0825, grad_fn=<MeanBackward0>)
avg_reward 0.04677693286721719 loss tensor(0.0920, grad_fn=<MeanBackward0>)
avg_reward 0.07490678846817858 loss tensor(0.0777, grad_fn=<MeanBackward0>)
avg_reward 0.14783982123594178 loss tensor(0.0630, grad_fn=<MeanBackward0>)
avg_reward -0.18427493352712887 loss tensor(0.0863, grad_fn=<MeanBackward0>)
avg_reward 0.22503870936049547 loss tensor(0.0791, grad_fn=<MeanBackward0>)
avg_reward -0.13917151298367453 loss tensor(0.0897, grad_fn=<MeanBackward0>)
avg_reward 0.1402239912995114 loss tensor(0.0894, grad_fn=<MeanBackward0>)
avg_reward -0.1021941397143077 loss tensor(0.0826, grad_fn=<MeanBackward0>)
avg_reward 0.048495362329629116 loss tensor(0.0744, grad_fn=<MeanBackward0>)
avg_reward -0.06213524835185314 loss tensor(0.0800, grad_fn=<MeanBackward0>)
avg_reward -0.1165922354614169 loss tensor(0.0692, grad_fn=<MeanBackward0>)
avg_reward -0.19779552188658445 loss tensor(0.1026, grad_fn=<MeanBackward0>)
avg_reward 0.019565009398936267 loss tensor(0.0644, grad_fn=<MeanBackward0>)
avg_reward 0.07286145851598266 loss tensor(0.0691, grad_fn=<MeanBackward0>)
avg_reward -0.09511114374243164 loss tensor(0.1176, grad_fn=<MeanBackward0>)
avg_reward 0.1389150868201456 loss tensor(0.0675, grad_fn=<MeanBackward0>)
avg_reward 0.1364797928843149 loss tensor(0.0734, grad_fn=<MeanBackward0>)
avg_reward -0.014950214272175728 loss tensor(0.0819, grad_fn=<MeanBackward0>)
avg_reward 0.12392057974107631 loss tensor(0.0993, grad_fn=<MeanBackward0>)
avg_reward -0.16245875282411576 loss tensor(0.0756, grad_fn=<MeanBackward0>)
avg_reward -0.06196978930314462 loss tensor(0.0537, grad_fn=<MeanBackward0>)
avg_reward 0.24651401740168297 loss tensor(0.0924, grad_fn=<MeanBackward0>)
avg_reward 0.15448159602445932 loss tensor(0.0536, grad_fn=<MeanBackward0>)
avg_reward -0.1947249840181376 loss tensor(0.1142, grad_fn=<MeanBackward0>)
avg_reward 0.32950665127329354 loss tensor(0.0749, grad_fn=<MeanBackward0>)
avg_reward -0.06304864202274307 loss tensor(0.0808, grad_fn=<MeanBackward0>)
avg_reward 0.1407818097034069 loss tensor(0.0658, grad_fn=<MeanBackward0>)
avg_reward 0.30929967563728605 loss tensor(0.0770, grad_fn=<MeanBackward0>)
avg_reward 0.10070952636051601 loss tensor(0.0807, grad_fn=<MeanBackward0>)
avg_reward -0.010378602535820665 loss tensor(0.0876, grad_fn=<MeanBackward0>)
avg_reward -0.061478989456060604 loss tensor(0.0926, grad_fn=<MeanBackward0>)
avg_reward 0.1341043421267947 loss tensor(0.0670, grad_fn=<MeanBackward0>)
avg_reward 0.07430031299705407 loss tensor(0.0765, grad_fn=<MeanBackward0>)
avg_reward 0.042249908245912134 loss tensor(0.0874, grad_fn=<MeanBackward0>)
avg_reward 0.23772206979145974 loss tensor(0.0676, grad_fn=<MeanBackward0>)
avg_reward -0.16646491226728674 loss tensor(0.0713, grad_fn=<MeanBackward0>)
avg_reward 0.32924193248759115 loss tensor(0.0991, grad_fn=<MeanBackward0>)
avg_reward 0.02430061022327994 loss tensor(0.0898, grad_fn=<MeanBackward0>)
avg_reward 0.14650400645457315 loss tensor(0.0746, grad_fn=<MeanBackward0>)
avg_reward 0.02698867873476014 loss tensor(0.1215, grad_fn=<MeanBackward0>)
avg_reward 0.10554158371145048 loss tensor(0.0946, grad_fn=<MeanBackward0>)
avg_reward 0.15578535901508375 loss tensor(0.0963, grad_fn=<MeanBackward0>)
avg_reward 0.0737338202453236 loss tensor(0.0842, grad_fn=<MeanBackward0>)
avg_reward 0.1912753521109849 loss tensor(0.0887, grad_fn=<MeanBackward0>)
avg_reward 0.044235966176597454 loss tensor(0.0781, grad_fn=<MeanBackward0>)
avg_reward 0.16107388697201255 loss tensor(0.0634, grad_fn=<MeanBackward0>)
avg_reward -0.11143046716221544 loss tensor(0.0832, grad_fn=<MeanBackward0>)
avg_reward 0.08250014153742019 loss tensor(0.0549, grad_fn=<MeanBackward0>)
avg_reward 0.18124296864192652 loss tensor(0.1074, grad_fn=<MeanBackward0>)
avg_reward 0.03955384406947489 loss tensor(0.0645, grad_fn=<MeanBackward0>)
avg_reward 0.09525841063293856 loss tensor(0.0706, grad_fn=<MeanBackward0>)
avg_reward 0.09039927058381543 loss tensor(0.0812, grad_fn=<MeanBackward0>)
avg_reward 0.11356065167666175 loss tensor(0.0754, grad_fn=<MeanBackward0>)
avg_reward -0.0015500618993979699 loss tensor(0.0632, grad_fn=<MeanBackward0>)
avg_reward -0.033520559688411874 loss tensor(0.0618, grad_fn=<MeanBackward0>)
avg_reward 0.005355304337294266 loss tensor(0.0919, grad_fn=<MeanBackward0>)
avg_reward -0.013568744888937573 loss tensor(0.0864, grad_fn=<MeanBackward0>)
avg_reward 0.3004370706298372 loss tensor(0.0749, grad_fn=<MeanBackward0>)
avg_reward 0.007356478597376772 loss tensor(0.0750, grad_fn=<MeanBackward0>)
avg_reward 0.06595221122077112 loss tensor(0.0792, grad_fn=<MeanBackward0>)
avg_reward -0.1792688510785772 loss tensor(0.0926, grad_fn=<MeanBackward0>)
avg_reward 0.08528388823576236 loss tensor(0.1014, grad_fn=<MeanBackward0>)
avg_reward 0.10253788313051493 loss tensor(0.0682, grad_fn=<MeanBackward0>)
avg_reward 0.025827209181491843 loss tensor(0.0791, grad_fn=<MeanBackward0>)
avg_reward -0.2200812842923039 loss tensor(0.0869, grad_fn=<MeanBackward0>)
avg_reward -0.0669975328303426 loss tensor(0.0826, grad_fn=<MeanBackward0>)
avg_reward 0.16253472447912423 loss tensor(0.0740, grad_fn=<MeanBackward0>)
avg_reward 0.062339296054217036 loss tensor(0.0833, grad_fn=<MeanBackward0>)
avg_reward -0.21943187762723693 loss tensor(0.0800, grad_fn=<MeanBackward0>)
avg_reward -0.03649575439607191 loss tensor(0.0860, grad_fn=<MeanBackward0>)
avg_reward -0.1389349170059506 loss tensor(0.0609, grad_fn=<MeanBackward0>)
avg_reward 0.0008293356766322324 loss tensor(0.0807, grad_fn=<MeanBackward0>)
avg_reward 0.0025543272843781485 loss tensor(0.0886, grad_fn=<MeanBackward0>)
avg_reward -0.02991290803200335 loss tensor(0.0671, grad_fn=<MeanBackward0>)
avg_reward 0.0748708550826229 loss tensor(0.0963, grad_fn=<MeanBackward0>)
avg_reward -0.12785784389178037 loss tensor(0.0636, grad_fn=<MeanBackward0>)
avg_reward -0.33494461108816637 loss tensor(0.0732, grad_fn=<MeanBackward0>)
avg_reward 0.1915321744190082 loss tensor(0.1134, grad_fn=<MeanBackward0>)
avg_reward 0.030226531503687544 loss tensor(0.0797, grad_fn=<MeanBackward0>)
avg_reward -0.031157615191674495 loss tensor(0.0831, grad_fn=<MeanBackward0>)
avg_reward -0.04416759427697174 loss tensor(0.0870, grad_fn=<MeanBackward0>)
avg_reward 0.0848328702737799 loss tensor(0.0703, grad_fn=<MeanBackward0>)
avg_reward -0.056743460882973815 loss tensor(0.0688, grad_fn=<MeanBackward0>)
avg_reward -0.11797858129636019 loss tensor(0.0815, grad_fn=<MeanBackward0>)
avg_reward -0.2246518254934961 loss tensor(0.0951, grad_fn=<MeanBackward0>)
avg_reward 0.04257983700448445 loss tensor(0.0825, grad_fn=<MeanBackward0>)
avg_reward -0.1720255192730727 loss tensor(0.0977, grad_fn=<MeanBackward0>)
avg_reward -0.01322282707831847 loss tensor(0.0671, grad_fn=<MeanBackward0>)
avg_reward -0.2011275754912436 loss tensor(0.0909, grad_fn=<MeanBackward0>)
avg_reward -0.013954574290241759 loss tensor(0.0880, grad_fn=<MeanBackward0>)
avg_reward -0.18886968193635403 loss tensor(0.0913, grad_fn=<MeanBackward0>)
avg_reward 0.06516362594409292 loss tensor(0.1127, grad_fn=<MeanBackward0>)
avg_reward -0.17642299630103328 loss tensor(0.0716, grad_fn=<MeanBackward0>)
avg_reward -0.037178596167062025 loss tensor(0.0891, grad_fn=<MeanBackward0>)
avg_reward -0.2958581222931643 loss tensor(0.0992, grad_fn=<MeanBackward0>)
avg_reward 0.2534622640710828 loss tensor(0.1101, grad_fn=<MeanBackward0>)
avg_reward 0.033342513177618084 loss tensor(0.0791, grad_fn=<MeanBackward0>)
avg_reward 0.1328630285077579 loss tensor(0.0652, grad_fn=<MeanBackward0>)
avg_reward 0.2323349570911895 loss tensor(0.0725, grad_fn=<MeanBackward0>)
avg_reward 0.32029442362959853 loss tensor(0.0855, grad_fn=<MeanBackward0>)
avg_reward 0.17462359043291492 loss tensor(0.0983, grad_fn=<MeanBackward0>)
avg_reward 0.019674480801208122 loss tensor(0.0703, grad_fn=<MeanBackward0>)
avg_reward 0.2601474239474765 loss tensor(0.1141, grad_fn=<MeanBackward0>)
avg_reward 0.29426633700618454 loss tensor(0.0644, grad_fn=<MeanBackward0>)
avg_reward 0.20767345620922614 loss tensor(0.0648, grad_fn=<MeanBackward0>)
avg_reward -0.0999640272162096 loss tensor(0.0662, grad_fn=<MeanBackward0>)
avg_reward -0.016487192980114414 loss tensor(0.0837, grad_fn=<MeanBackward0>)
avg_reward 0.18814775148339766 loss tensor(0.0626, grad_fn=<MeanBackward0>)
avg_reward 0.2527462691573821 loss tensor(0.0627, grad_fn=<MeanBackward0>)
avg_reward -0.09024555628208436 loss tensor(0.0731, grad_fn=<MeanBackward0>)
avg_reward 0.12560765281532368 loss tensor(0.0747, grad_fn=<MeanBackward0>)
avg_reward 0.09986413161339691 loss tensor(0.0786, grad_fn=<MeanBackward0>)
avg_reward 0.03932596193444259 loss tensor(0.0684, grad_fn=<MeanBackward0>)
avg_reward 0.06366167626820501 loss tensor(0.0902, grad_fn=<MeanBackward0>)
avg_reward -0.1792113328039353 loss tensor(0.0716, grad_fn=<MeanBackward0>)
avg_reward 0.06637545295408405 loss tensor(0.0709, grad_fn=<MeanBackward0>)
avg_reward 0.04674272151938115 loss tensor(0.0981, grad_fn=<MeanBackward0>)
avg_reward 0.12968641663289715 loss tensor(0.0893, grad_fn=<MeanBackward0>)
avg_reward 0.17677051300755678 loss tensor(0.0909, grad_fn=<MeanBackward0>)
avg_reward -0.0011134600939627015 loss tensor(0.0794, grad_fn=<MeanBackward0>)
avg_reward 0.24233349199769877 loss tensor(0.0822, grad_fn=<MeanBackward0>)
avg_reward 0.18212221016424654 loss tensor(0.0856, grad_fn=<MeanBackward0>)
avg_reward -0.24042215024754687 loss tensor(0.0763, grad_fn=<MeanBackward0>)
avg_reward -0.06787291765690899 loss tensor(0.0651, grad_fn=<MeanBackward0>)
avg_reward 0.38395288483042067 loss tensor(0.0859, grad_fn=<MeanBackward0>)
avg_reward -0.13594591794481414 loss tensor(0.0737, grad_fn=<MeanBackward0>)
avg_reward 0.020851396525741094 loss tensor(0.0761, grad_fn=<MeanBackward0>)
avg_reward 0.06796482359912186 loss tensor(0.0868, grad_fn=<MeanBackward0>)
avg_reward 0.24469685598980898 loss tensor(0.0770, grad_fn=<MeanBackward0>)
avg_reward -0.18885010773040745 loss tensor(0.0734, grad_fn=<MeanBackward0>)
avg_reward 0.00200266603322778 loss tensor(0.0703, grad_fn=<MeanBackward0>)
avg_reward 0.05332110160263276 loss tensor(0.0656, grad_fn=<MeanBackward0>)
avg_reward 0.11506732083337873 loss tensor(0.0824, grad_fn=<MeanBackward0>)
avg_reward -0.1589067275863619 loss tensor(0.0766, grad_fn=<MeanBackward0>)
avg_reward -0.09830698362161218 loss tensor(0.0786, grad_fn=<MeanBackward0>)
avg_reward -0.1337068255878146 loss tensor(0.0974, grad_fn=<MeanBackward0>)
avg_reward 0.18276483409250613 loss tensor(0.0858, grad_fn=<MeanBackward0>)
avg_reward -0.3099932949262903 loss tensor(0.0844, grad_fn=<MeanBackward0>)
avg_reward 0.02222142981103803 loss tensor(0.0917, grad_fn=<MeanBackward0>)
avg_reward 0.0836531588420454 loss tensor(0.1264, grad_fn=<MeanBackward0>)
avg_reward -0.08762824166238886 loss tensor(0.0652, grad_fn=<MeanBackward0>)
avg_reward -0.2951256188553693 loss tensor(0.0714, grad_fn=<MeanBackward0>)
avg_reward -0.1284522067464498 loss tensor(0.0736, grad_fn=<MeanBackward0>)
avg_reward -0.058568174975340816 loss tensor(0.0833, grad_fn=<MeanBackward0>)
avg_reward -0.020119618521426023 loss tensor(0.0654, grad_fn=<MeanBackward0>)
avg_reward 0.22959464993615586 loss tensor(0.0839, grad_fn=<MeanBackward0>)
avg_reward -0.11549016365389289 loss tensor(0.0838, grad_fn=<MeanBackward0>)
avg_reward -0.17873932143147542 loss tensor(0.1048, grad_fn=<MeanBackward0>)
avg_reward 0.08722637182606538 loss tensor(0.0792, grad_fn=<MeanBackward0>)
avg_reward 0.2955547057632844 loss tensor(0.0896, grad_fn=<MeanBackward0>)
avg_reward -0.03209162721798528 loss tensor(0.0735, grad_fn=<MeanBackward0>)
avg_reward 0.16348267886365625 loss tensor(0.0690, grad_fn=<MeanBackward0>)
avg_reward -0.05956625326059501 loss tensor(0.0797, grad_fn=<MeanBackward0>)
avg_reward -0.20348569451634113 loss tensor(0.1013, grad_fn=<MeanBackward0>)
avg_reward 0.215004379592539 loss tensor(0.0778, grad_fn=<MeanBackward0>)
avg_reward 0.00461785190090873 loss tensor(0.0786, grad_fn=<MeanBackward0>)
avg_reward 0.1540830254611934 loss tensor(0.0699, grad_fn=<MeanBackward0>)
avg_reward -0.26505554556890576 loss tensor(0.0822, grad_fn=<MeanBackward0>)
avg_reward 0.20384594414408116 loss tensor(0.0721, grad_fn=<MeanBackward0>)
avg_reward 0.03688304710282534 loss tensor(0.0778, grad_fn=<MeanBackward0>)
avg_reward -0.014056118302602507 loss tensor(0.0795, grad_fn=<MeanBackward0>)
avg_reward -0.26523558818540716 loss tensor(0.1068, grad_fn=<MeanBackward0>)
avg_reward 0.09556864669041584 loss tensor(0.0702, grad_fn=<MeanBackward0>)
avg_reward -0.09556424182386541 loss tensor(0.0733, grad_fn=<MeanBackward0>)
avg_reward -0.032681147603947816 loss tensor(0.0882, grad_fn=<MeanBackward0>)
avg_reward -0.08066411108169046 loss tensor(0.0847, grad_fn=<MeanBackward0>)
